TotalRevenue,TotalOrders,FirstPurchase,LastPurchase,RetentionPeriodDays,AverageOrderValue,RevenueSegment,RegionSegment,RetentionPeriodYears,PurchaseFrequency,CLTV
22457.9,2531,04-12-2009 17:31,09-12-2010 13:22,369,8.873133149,VIP,United Kingdom,1.010958904,2503.563686,22458
2806.48,139,06-07-2010 15:05,05-11-2010 13:56,121,20.1905036,VIP,United Kingdom,0.331506849,419.2975207,2807
268.27,62,21-09-2010 12:49,21-09-2010 12:49,0,4.326935484,Medium,Brazil,0,0,0
5218.71,60,15-01-2010 11:57,09-12-2010 10:44,327,86.9785,VIP,Japan,0.895890411,66.97247706,5219
7111.65,216,01-12-2009 14:40,06-09-2010 13:02,278,32.92430556,VIP,Portugal,0.761643836,283.5971223,7112
3489.3,207,04-12-2009 10:47,18-11-2010 19:14,349,16.85652174,VIP,Netherlands,0.956164384,216.4899713,3490
347.8,21,10-09-2010 08:50,10-09-2010 08:50,0,16.56190476,Medium,Netherlands,0,0,0
782.95,27,01-09-2010 10:47,08-09-2010 12:17,7,28.99814815,High,Netherlands,0.019178082,1407.857143,783
320.08,16,05-12-2010 15:46,05-12-2010 15:46,0,20.005,Medium,Japan,0,0,0
1404.58,68,08-03-2010 09:43,24-08-2010 13:51,169,20.65558824,VIP,Netherlands,0.463013699,146.8639053,1405
3078.65,145,28-10-2010 09:29,08-12-2010 13:53,41,21.23206897,VIP,Portugal,0.112328767,1290.853659,3079
949.82,43,29-11-2010 09:38,29-11-2010 09:38,0,22.08883721,High,Korea,0,0,0
168.69,10,15-09-2010 12:08,15-09-2010 12:08,0,16.869,Medium,Korea,0,0,0
1895,16,09-09-2010 11:43,09-09-2010 11:43,0,118.4375,VIP,Japan,0,0,0
282.3,15,11-08-2010 11:51,11-08-2010 11:51,0,18.82,Medium,Portugal,0,0,0
124.25,6,24-05-2010 17:30,24-05-2010 17:30,0,20.70833333,Medium,Portugal,0,0,0
98.7,6,22-06-2010 10:38,22-06-2010 10:38,0,16.45,Low,Netherlands,0,0,0
300.08,15,26-10-2010 14:24,16-11-2010 15:14,21,20.00533333,Medium,Netherlands,0.057534247,260.7142857,301
55.5,4,10-02-2010 12:11,10-02-2010 12:11,0,13.875,Low,Portugal,0,0,0
519.45,26,08-09-2010 11:35,08-09-2010 11:35,0,19.97884615,High,United Kingdom,0,0,0
953.45,64,16-04-2010 09:57,08-11-2010 10:51,206,14.89765625,High,Netherlands,0.564383562,113.3980583,954
2740.91,128,03-12-2009 07:25,03-12-2010 13:40,365,21.41335938,VIP,Poland,1,128,2741
337.4,20,20-04-2010 09:40,20-04-2010 09:40,0,16.87,Medium,Netherlands,0,0,0
2287.32,124,08-07-2010 13:31,30-11-2010 11:37,144,18.44612903,VIP,Portugal,0.394520548,314.3055556,2288
1230.33,72,28-06-2010 13:06,28-06-2010 13:06,0,17.08791667,VIP,Portugal,0,0,0
788.45,42,08-12-2009 13:56,22-06-2010 12:16,195,18.77261905,High,Portugal,0.534246575,78.61538462,789
728.5,18,09-04-2010 12:12,09-04-2010 12:12,0,40.47222222,High,Netherlands,0,0,0
398.52,24,22-10-2010 14:57,22-10-2010 14:57,0,16.605,Medium,Netherlands,0,0,0
444.9,26,29-06-2010 13:05,02-09-2010 14:21,65,17.11153846,Medium,Netherlands,0.178082192,146,445
181.5,4,15-01-2010 12:06,15-07-2010 12:43,181,45.375,Medium,Netherlands,0.495890411,8.066298343,182
266.93,16,25-10-2010 13:04,25-10-2010 13:04,0,16.683125,Medium,Netherlands,0,0,0
863.51,28,25-03-2010 17:29,01-12-2010 11:27,250,30.83964286,High,Netherlands,0.684931507,40.88,864
426.47,22,23-06-2010 10:49,23-06-2010 10:49,0,19.385,Medium,Portugal,0,0,0
471.85,27,03-11-2010 13:05,03-12-2010 15:14,30,17.47592593,Medium,Portugal,0.082191781,328.5,472
381,7,21-03-2010 15:49,21-03-2010 15:49,0,54.42857143,Medium,Netherlands,0,0,0
552.08,30,11-10-2010 12:53,09-12-2010 10:55,58,18.40266667,High,Portugal,0.15890411,188.7931034,553
1533.89,25,14-10-2010 12:27,14-10-2010 12:27,0,61.3556,VIP,Japan,0,0,0
219.35,15,28-06-2010 15:57,28-06-2010 15:57,0,14.62333333,Medium,Japan,0,0,0
584.25,34,01-02-2010 11:02,26-08-2010 14:11,206,17.18382353,High,Portugal,0.564383562,60.24271845,585
1071.82,50,27-07-2010 09:38,27-07-2010 09:38,0,21.4364,VIP,Sweden,0,0,0
1988.84,113,25-05-2010 09:34,23-09-2010 10:23,121,17.60035398,VIP,Netherlands,0.331506849,340.8677686,1989
1092.81,55,11-11-2010 14:57,11-11-2010 14:57,0,19.86927273,VIP,Netherlands,0,0,0
325.37,66,27-07-2010 13:52,31-08-2010 11:58,34,4.929848485,Medium,Netherlands,0.093150685,708.5294118,326
1434.95,58,03-02-2010 09:06,23-11-2010 12:27,293,24.74051724,VIP,Netherlands,0.802739726,72.25255973,1435
2878.96,67,30-04-2010 10:44,30-09-2010 13:34,153,42.96955224,VIP,Netherlands,0.419178082,159.8366013,2879
330.35,16,21-11-2010 14:21,21-11-2010 14:21,0,20.646875,Medium,Sweden,0,0,0
422.45,26,03-09-2010 10:24,06-12-2010 10:27,94,16.24807692,Medium,Portugal,0.257534247,100.9574468,423
1266.63,56,02-03-2010 14:19,23-05-2010 11:08,81,22.61839286,VIP,Portugal,0.221917808,252.345679,1267
534.99,32,01-02-2010 09:52,23-06-2010 10:53,142,16.7184375,High,Japan,0.389041096,82.25352113,535
519.05,25,08-10-2010 12:20,26-11-2010 09:49,48,20.762,High,Portugal,0.131506849,190.1041667,520
1687.8,45,15-01-2010 16:52,26-07-2010 09:50,191,37.50666667,VIP,Netherlands,0.523287671,85.9947644,1688
524.94,21,01-10-2010 08:57,05-11-2010 08:28,34,24.99714286,High,Austria,0.093150685,225.4411765,525
540.52,19,07-09-2010 15:20,07-09-2010 15:20,0,28.44842105,High,United Kingdom,0,0,0
1747.18,100,05-12-2009 13:37,07-11-2010 14:26,337,17.4718,VIP,United Kingdom,0.923287671,108.3086053,1748
128.08,7,07-04-2010 15:14,07-04-2010 15:14,0,18.29714286,Medium,United Kingdom,0,0,0
4742,13,29-01-2010 12:52,10-11-2010 12:22,284,364.7692308,VIP,United Kingdom,0.778082192,16.70774648,4742
518.63,24,08-03-2010 10:17,06-07-2010 13:56,120,21.60958333,High,United Kingdom,0.328767123,73,519
1481.03,75,18-12-2009 10:43,09-12-2010 15:21,356,19.74706667,VIP,United Kingdom,0.975342466,76.89606742,1482
92.3,8,07-06-2010 15:04,07-06-2010 15:04,0,11.5375,Low,United Kingdom,0,0,0
236.06,13,02-09-2010 15:58,02-09-2010 16:00,0,18.15846154,Medium,United Kingdom,0,0,0
5996.83,615,03-12-2009 12:13,08-10-2010 10:59,308,9.750943089,VIP,United Kingdom,0.843835616,728.8149351,5997
3949.37,237,01-12-2009 14:19,15-11-2010 16:22,349,16.66400844,VIP,United Kingdom,0.956164384,247.8653295,3950
528.56,76,19-05-2010 15:10,19-05-2010 15:10,0,6.954736842,High,United Kingdom,0,0,0
2694.75,295,26-04-2010 09:59,01-12-2010 11:57,219,9.134745763,VIP,United Kingdom,0.6,491.6666667,2695
4480.31,262,07-12-2009 09:18,07-12-2010 15:48,365,17.10041985,VIP,United Kingdom,1,262,4481
1315.2,63,03-02-2010 14:51,28-09-2010 17:58,237,20.87619048,VIP,United Kingdom,0.649315068,97.02531646,1316
3472.61,277,08-07-2010 15:38,05-12-2010 12:15,149,12.53649819,VIP,United Kingdom,0.408219178,678.557047,3473
799,14,02-12-2009 08:15,31-10-2010 10:45,333,57.07142857,High,United Kingdom,0.912328767,15.34534535,799
4881.1,116,13-12-2009 11:41,22-11-2010 13:31,344,42.07844828,VIP,United Kingdom,0.942465753,123.0813953,4882
322.64,51,25-04-2010 11:51,23-09-2010 16:23,151,6.32627451,Medium,United Kingdom,0.41369863,123.2781457,323
15.58,1,26-01-2010 16:29,26-01-2010 16:29,0,15.58,Low,United Kingdom,0,0,0
765.36,35,17-11-2010 12:44,17-11-2010 12:44,0,21.86742857,High,United Kingdom,0,0,0
208,16,02-02-2010 12:45,02-02-2010 12:45,0,13,Medium,United Kingdom,0,0,0
2032.18,96,27-04-2010 13:44,23-11-2010 11:41,209,21.16854167,VIP,United Kingdom,0.57260274,167.6555024,2033
330,2,20-09-2010 12:26,20-09-2010 12:26,0,165,Medium,United Kingdom,0,0,0
148.95,30,19-08-2010 15:13,19-08-2010 15:13,0,4.965,Medium,United Kingdom,0,0,0
1950.4,70,05-02-2010 11:57,08-10-2010 14:51,245,27.86285714,VIP,United Kingdom,0.671232877,104.2857143,1951
1654.72,152,11-12-2009 12:55,27-05-2010 16:54,167,10.88631579,VIP,United Kingdom,0.457534247,332.2155689,1655
612.84,67,02-11-2010 18:16,02-12-2010 09:37,29,9.146865672,High,United Kingdom,0.079452055,843.2758621,613
2581.6,75,25-01-2010 15:37,29-09-2010 16:49,247,34.42133333,VIP,United Kingdom,0.676712329,110.8299595,2582
147.27,37,21-11-2010 12:55,21-11-2010 12:55,0,3.98027027,Medium,United Kingdom,0,0,0
575.1,21,07-09-2010 12:20,07-09-2010 12:20,0,27.38571429,High,United Kingdom,0,0,0
54.22,16,15-01-2010 15:22,15-01-2010 15:22,0,3.38875,Low,United Kingdom,0,0,0
68.25,4,30-03-2010 11:39,30-03-2010 11:39,0,17.0625,Low,United Kingdom,0,0,0
984.62,131,01-08-2010 15:20,10-10-2010 11:47,69,7.516183206,High,United Kingdom,0.189041096,692.9710145,985
2271.35,43,29-04-2010 13:54,25-11-2010 17:47,210,52.82209302,VIP,United Kingdom,0.575342466,74.73809524,2272
152.45,4,19-07-2010 17:22,19-07-2010 17:22,0,38.1125,Medium,United Kingdom,0,0,0
1755.24,100,20-08-2010 12:20,26-11-2010 15:37,98,17.5524,VIP,Austria,0.268493151,372.4489796,1756
668.23,37,25-07-2010 11:37,22-08-2010 15:48,28,18.06027027,High,Belgium,0.076712329,482.3214286,669
3819.92,516,16-12-2009 16:25,07-11-2010 15:31,325,7.402945736,VIP,United Kingdom,0.890410959,579.5076923,3820
640,39,12-11-2010 10:05,01-12-2010 12:50,19,16.41025641,High,United Kingdom,0.052054795,749.2105263,640
337.67,37,27-01-2010 12:10,27-01-2010 12:10,0,9.126216216,Medium,United Kingdom,0,0,0
1676.95,93,25-03-2010 14:32,29-11-2010 13:42,248,18.03172043,VIP,United Kingdom,0.679452055,136.875,1677
363.38,7,26-09-2010 10:34,26-09-2010 10:34,0,51.91142857,Medium,United Kingdom,0,0,0
3062.52,366,03-12-2009 20:03,09-12-2010 14:44,370,8.367540984,VIP,United Kingdom,1.01369863,361.0540541,3063
1653.3,31,27-01-2010 09:50,07-11-2010 11:15,284,53.33225806,VIP,United Kingdom,0.778082192,39.8415493,1654
948.42,48,03-06-2010 12:51,19-11-2010 15:23,169,19.75875,High,Belgium,0.463013699,103.6686391,949
1013.76,6,11-01-2010 12:37,25-08-2010 14:35,226,168.96,VIP,United Kingdom,0.619178082,9.690265487,1014
1863.77,85,28-04-2010 13:26,10-11-2010 12:21,195,21.92670588,VIP,Belgium,0.534246575,159.1025641,1864
1406.37,120,18-01-2010 10:23,03-11-2010 13:53,289,11.71975,VIP,United Kingdom,0.791780822,151.5570934,1407
640.13,36,14-05-2010 11:57,23-11-2010 10:50,192,17.78138889,High,United Kingdom,0.526027397,68.4375,641
222.4,13,21-11-2010 11:18,21-11-2010 11:18,0,17.10769231,Medium,United Kingdom,0,0,0
385.46,25,25-07-2010 14:32,23-11-2010 16:08,121,15.4184,Medium,United Kingdom,0.331506849,75.41322314,386
329.3,56,17-11-2010 14:05,17-11-2010 14:06,0,5.880357143,Medium,United Kingdom,0,0,0
509.5,8,18-02-2010 14:32,07-09-2010 15:31,201,63.6875,High,United Kingdom,0.550684932,14.52736318,510
263.38,18,08-11-2010 09:51,08-11-2010 09:51,0,14.63222222,Medium,United Kingdom,0,0,0
157.35,21,13-05-2010 14:47,13-05-2010 14:47,0,7.492857143,Medium,United Kingdom,0,0,0
297.75,10,14-06-2010 11:58,23-11-2010 13:29,162,29.775,Medium,United Kingdom,0.443835616,22.5308642,298
296.21,27,18-02-2010 12:36,02-09-2010 08:08,195,10.97074074,Medium,United Kingdom,0.534246575,50.53846154,297
366.4,17,22-10-2010 09:53,22-10-2010 09:53,0,21.55294118,Medium,United Kingdom,0,0,0
340.33,13,13-10-2010 15:17,13-10-2010 15:17,0,26.17923077,Medium,United Kingdom,0,0,0
833.53,41,07-10-2010 12:39,07-10-2010 12:39,0,20.33,High,United Kingdom,0,0,0
1018.42,54,26-01-2010 14:06,12-05-2010 10:05,105,18.85962963,VIP,United Kingdom,0.287671233,187.7142857,1019
508.91,25,02-08-2010 14:33,09-11-2010 12:08,98,20.3564,High,United Kingdom,0.268493151,93.1122449,509
1026,3,19-03-2010 15:59,24-11-2010 09:29,249,342,VIP,United Kingdom,0.682191781,4.397590361,1026
924.52,67,24-02-2010 12:14,11-10-2010 09:44,228,13.79880597,High,United Kingdom,0.624657534,107.2587719,925
2721.48,62,28-03-2010 13:10,25-11-2010 12:27,241,43.89483871,VIP,United Kingdom,0.660273973,93.90041494,2722
1651.72,236,06-06-2010 12:13,06-06-2010 12:13,0,6.998813559,VIP,United Kingdom,0,0,0
4217.23,46,01-12-2009 12:18,06-12-2010 16:36,370,91.67891304,VIP,United Kingdom,1.01369863,45.37837838,4218
223.98,9,04-11-2010 12:28,04-11-2010 12:28,0,24.88666667,Medium,United Kingdom,0,0,0
811.1,51,29-04-2010 19:36,02-12-2010 12:33,216,15.90392157,High,United Kingdom,0.591780822,86.18055556,812
1534.78,69,24-01-2010 11:26,23-09-2010 11:57,242,22.24318841,VIP,United Kingdom,0.663013699,104.0702479,1535
3765.2,48,09-12-2009 14:22,04-11-2010 15:56,330,78.44166667,VIP,United Kingdom,0.904109589,53.09090909,3766
10953.5,1,23-03-2010 15:22,23-03-2010 15:22,0,10953.5,VIP,United Kingdom,0,0,0
323.86,32,14-12-2009 15:58,17-05-2010 12:57,153,10.120625,Medium,United Kingdom,0.419178082,76.33986928,324
19333.95,814,01-12-2009 13:43,08-12-2010 10:14,371,23.75178133,VIP,United Kingdom,1.016438356,800.8355795,19334
597.6,32,13-05-2010 14:55,14-11-2010 13:16,184,18.675,High,United Kingdom,0.504109589,63.47826087,598
1535.7,44,09-12-2009 12:40,11-11-2010 15:21,337,34.90227273,VIP,United Kingdom,0.923287671,47.65578635,1536
35.28,5,26-04-2010 10:32,26-04-2010 10:32,0,7.056,Low,United Kingdom,0,0,0
1523.97,262,14-12-2009 14:35,24-10-2010 15:57,314,5.816679389,VIP,United Kingdom,0.860273973,304.5541401,1524
197.31,11,10-11-2010 10:02,10-11-2010 10:02,0,17.93727273,Medium,United Kingdom,0,0,0
2242.19,95,08-06-2010 10:16,26-11-2010 15:53,171,23.602,VIP,United Kingdom,0.468493151,202.7777778,2243
50291.38,136,01-12-2009 11:46,24-11-2010 10:09,357,369.7895588,VIP,United Kingdom,0.978082192,139.047619,50292
1698.56,95,10-02-2010 08:46,18-06-2010 14:22,128,17.87957895,VIP,United Kingdom,0.350684932,270.8984375,1699
1029.1,183,10-12-2009 16:39,24-11-2010 17:11,349,5.623497268,VIP,United Kingdom,0.956164384,191.3896848,1030
181.65,2,03-12-2009 10:51,03-12-2009 10:51,0,90.825,Medium,United Kingdom,0,0,0
2083.16,125,11-04-2010 15:59,29-11-2010 13:55,231,16.66528,VIP,United Kingdom,0.632876712,197.5108225,2084
1593.34,97,03-12-2009 15:43,02-09-2010 16:01,273,16.42618557,VIP,United Kingdom,0.747945205,129.6886447,1594
13683,39,12-01-2010 11:27,25-11-2010 14:50,317,350.8461538,VIP,United Kingdom,0.868493151,44.90536278,13683
377.49,27,15-12-2009 13:12,15-12-2009 13:12,0,13.98111111,Medium,United Kingdom,0,0,0
258.75,16,09-12-2010 09:34,09-12-2010 09:34,0,16.171875,Medium,United Kingdom,0,0,0
496.5,25,13-04-2010 11:03,30-05-2010 13:52,47,19.86,Medium,United Kingdom,0.128767123,194.1489362,497
437.16,28,21-02-2010 15:18,21-02-2010 15:18,0,15.61285714,Medium,United Kingdom,0,0,0
324.45,20,29-09-2010 10:14,29-09-2010 10:14,0,16.2225,Medium,United Kingdom,0,0,0
304.04,17,01-12-2010 16:21,01-12-2010 16:21,0,17.88470588,Medium,United Kingdom,0,0,0
252.48,9,02-12-2009 12:28,09-12-2009 11:46,6,28.05333333,Medium,United Kingdom,0.016438356,547.5,253
11359.48,500,03-12-2009 15:56,22-11-2010 15:45,353,22.71896,VIP,United Kingdom,0.967123288,516.9971671,11360
2149.65,131,10-01-2010 12:43,18-11-2010 12:11,311,16.40954198,VIP,United Kingdom,0.852054795,153.7459807,2150
498.96,31,05-07-2010 13:37,05-07-2010 13:37,0,16.09548387,Medium,United Kingdom,0,0,0
162.45,10,11-03-2010 10:16,11-03-2010 10:16,0,16.245,Medium,United Kingdom,0,0,0
413.82,23,15-12-2009 19:03,24-01-2010 10:33,39,17.99217391,Medium,United Kingdom,0.106849315,215.2564103,414
4689.43,252,11-12-2009 12:01,16-06-2010 08:55,186,18.60884921,VIP,United Kingdom,0.509589041,494.516129,4690
467.34,49,05-05-2010 16:22,04-11-2010 16:16,182,9.53755102,Medium,United Kingdom,0.498630137,98.26923077,468
150.95,8,12-08-2010 17:20,12-08-2010 17:20,0,18.86875,Medium,United Kingdom,0,0,0
1322.07,70,16-02-2010 13:32,22-10-2010 09:31,247,18.88671429,VIP,United Kingdom,0.676712329,103.4412955,1323
211.99,40,25-11-2010 16:44,25-11-2010 16:44,0,5.29975,Medium,United Kingdom,0,0,0
1744.96,95,08-07-2010 14:45,09-12-2010 09:14,153,18.368,VIP,United Kingdom,0.419178082,226.6339869,1745
132.24,26,28-09-2010 17:47,28-09-2010 17:47,0,5.086153846,Medium,United Kingdom,0,0,0
2646.02,61,21-11-2010 11:03,03-12-2010 09:49,11,43.37737705,VIP,United Kingdom,0.030136986,2024.090909,2647
122.45,5,16-04-2010 10:50,16-04-2010 10:50,0,24.49,Medium,United Kingdom,0,0,0
1048.13,216,04-12-2009 14:19,24-11-2010 13:08,354,4.852453704,VIP,United Kingdom,0.969863014,222.7118644,1049
4782.88,120,15-12-2009 19:04,08-12-2010 16:21,357,39.85733333,VIP,United Kingdom,0.978082192,122.6890756,4783
1161.2,77,16-02-2010 14:30,22-10-2010 08:41,247,15.08051948,VIP,United Kingdom,0.676712329,113.7854251,1162
385.55,6,22-10-2010 10:14,22-10-2010 10:14,0,64.25833333,Medium,United Kingdom,0,0,0
264.15,24,23-05-2010 11:45,23-05-2010 11:45,0,11.00625,Medium,United Kingdom,0,0,0
2100.09,112,06-12-2009 10:38,29-09-2010 09:46,296,18.75080357,VIP,United Kingdom,0.810958904,138.1081081,2101
2417.78,132,12-02-2010 15:46,26-11-2010 14:51,286,18.31651515,VIP,United Kingdom,0.783561644,168.4615385,2418
474.64,49,16-07-2010 16:25,26-07-2010 12:34,9,9.686530612,Medium,United Kingdom,0.024657534,1987.222222,475
2502.82,163,10-12-2009 12:10,19-11-2010 14:29,344,15.35472393,VIP,United Kingdom,0.942465753,172.9505814,2503
517.7,56,10-12-2009 15:45,10-12-2009 15:45,0,9.244642857,High,United Arab Emirates,0,0,0
8870.88,32,02-12-2009 11:26,18-11-2010 14:31,351,277.215,VIP,United Kingdom,0.961643836,33.27635328,8871
2354.27,150,12-04-2010 13:50,10-11-2010 08:50,211,15.69513333,VIP,United Kingdom,0.578082192,259.478673,2355
490.08,30,20-04-2010 12:58,20-04-2010 12:58,0,16.336,Medium,United Kingdom,0,0,0
2729.84,102,21-01-2010 10:45,07-10-2010 11:57,259,26.76313725,VIP,United Kingdom,0.709589041,143.7451737,2730
753.51,38,20-01-2010 09:57,15-10-2010 13:48,268,19.82921053,High,United Kingdom,0.734246575,51.75373134,754
6627.64,33,10-12-2009 13:27,11-10-2010 12:36,304,200.8375758,VIP,United Kingdom,0.832876712,39.62171053,6628
546,14,30-03-2010 11:36,18-10-2010 08:56,201,39,High,United Kingdom,0.550684932,25.42288557,546
261.06,14,15-11-2010 13:43,15-11-2010 13:43,0,18.64714286,Medium,United Kingdom,0,0,0
93.35,6,14-12-2009 16:46,14-12-2009 16:46,0,15.55833333,Low,United Kingdom,0,0,0
844.87,49,18-02-2010 10:35,20-09-2010 13:09,214,17.2422449,High,United Kingdom,0.58630137,83.57476636,845
355.5,22,29-11-2010 09:27,29-11-2010 09:27,0,16.15909091,Medium,United Kingdom,0,0,0
884.02,48,06-04-2010 11:06,10-11-2010 12:16,218,18.41708333,High,United Kingdom,0.597260274,80.36697248,885
920.08,58,24-02-2010 11:55,04-08-2010 08:05,160,15.86344828,High,United Kingdom,0.438356164,132.3125,921
497.65,31,14-12-2009 17:03,14-12-2009 17:03,0,16.05322581,Medium,United Kingdom,0,0,0
14256.68,678,03-12-2009 16:21,31-10-2010 13:14,331,21.02755162,VIP,United Kingdom,0.906849315,747.6435045,14257
293.18,16,01-10-2010 11:58,19-10-2010 12:23,18,18.32375,Medium,United Kingdom,0.049315068,324.4444444,294
5994.94,411,15-12-2009 09:44,18-11-2010 19:08,338,14.58622871,VIP,United Kingdom,0.926027397,443.8313609,5995
485.98,30,08-09-2010 12:52,04-10-2010 11:07,25,16.19933333,Medium,United Kingdom,0.068493151,438,486
175.25,11,09-05-2010 10:38,09-05-2010 10:38,0,15.93181818,Medium,United Kingdom,0,0,0
382.66,21,16-12-2009 16:07,07-11-2010 10:34,325,18.22190476,Medium,United Kingdom,0.890410959,23.58461538,383
234,4,05-02-2010 12:22,05-02-2010 12:22,0,58.5,Medium,United Kingdom,0,0,0
330.12,12,01-03-2010 11:28,30-11-2010 15:09,274,27.51,Medium,United Kingdom,0.750684932,15.98540146,331
50.55,3,02-12-2010 17:22,02-12-2010 17:22,0,16.85,Low,United Kingdom,0,0,0
1310.99,65,26-04-2010 14:14,06-10-2010 10:40,162,20.16907692,VIP,United Kingdom,0.443835616,146.4506173,1311
7814.83,335,14-12-2009 10:34,03-12-2010 12:29,354,23.32785075,VIP,United Kingdom,0.969863014,345.4096045,7815
1914.8,115,03-10-2010 11:35,03-10-2010 11:35,0,16.65043478,VIP,United Kingdom,0,0,0
3240.14,173,15-04-2010 16:35,27-09-2010 10:39,164,18.72913295,VIP,United Kingdom,0.449315068,385.0304878,3241
2485.46,145,01-03-2010 12:34,22-10-2010 13:11,235,17.14110345,VIP,United Kingdom,0.643835616,225.212766,2486
1229.95,55,06-12-2009 15:40,25-11-2010 14:56,353,22.36272727,VIP,United Kingdom,0.967123288,56.86968839,1230
618.96,39,18-02-2010 10:35,26-05-2010 11:12,97,15.87076923,High,United Kingdom,0.265753425,146.7525773,619
2270.86,126,05-12-2009 12:02,30-11-2010 13:31,360,18.02269841,VIP,United Kingdom,0.98630137,127.75,2271
65.3,5,06-10-2010 10:50,06-10-2010 10:50,0,13.06,Low,Belgium,0,0,0
759.13,36,29-06-2010 09:51,29-06-2010 09:52,0,21.08694444,High,United Kingdom,0,0,0
555.87,31,06-05-2010 14:25,26-08-2010 09:42,111,17.93129032,High,United Kingdom,0.304109589,101.9369369,556
323.39,13,08-12-2009 10:02,08-12-2009 10:02,0,24.87615385,Medium,United Kingdom,0,0,0
757.72,42,13-12-2009 11:34,08-08-2010 10:43,237,18.04095238,High,United Kingdom,0.649315068,64.6835443,758
10327.2,59,20-01-2010 10:41,19-11-2010 15:51,303,175.0372881,VIP,United Kingdom,0.830136986,71.07260726,10328
679.8,7,04-07-2010 13:46,30-11-2010 08:59,148,97.11428571,High,United Kingdom,0.405479452,17.26351351,680
402.36,57,06-12-2010 14:31,06-12-2010 14:31,0,7.058947368,Medium,United Kingdom,0,0,0
3292.84,407,03-06-2010 14:57,28-10-2010 15:34,147,8.090515971,VIP,United Kingdom,0.402739726,1010.578231,3293
1805.78,136,05-09-2010 14:01,12-11-2010 12:49,67,13.27779412,VIP,United Kingdom,0.183561644,740.8955224,1806
30,2,06-10-2010 09:37,06-10-2010 09:37,0,15,Low,United Kingdom,0,0,0
279.91,18,03-11-2010 15:22,05-12-2010 14:52,31,15.55055556,Medium,United Kingdom,0.084931507,211.9354839,280
442.32,15,04-10-2010 15:41,04-10-2010 15:41,0,29.488,Medium,United Kingdom,0,0,0
307.1,6,24-01-2010 11:35,24-01-2010 11:35,0,51.18333333,Medium,United Kingdom,0,0,0
3033.88,184,03-12-2009 17:04,05-11-2010 10:39,336,16.48847826,VIP,United Kingdom,0.920547945,199.8809524,3034
1010.73,55,17-12-2009 16:43,04-05-2010 16:45,138,18.37690909,VIP,United Kingdom,0.378082192,145.4710145,1011
799.13,35,29-04-2010 08:43,15-09-2010 11:44,139,22.83228571,High,United Kingdom,0.380821918,91.90647482,800
1488.59,184,07-12-2009 15:42,20-04-2010 13:43,133,8.090163043,VIP,United Kingdom,0.364383562,504.962406,1489
4287.58,383,08-01-2010 14:46,04-08-2010 16:27,208,11.19472585,VIP,United Kingdom,0.569863014,672.0913462,4288
503.64,27,10-08-2010 13:02,03-11-2010 12:49,84,18.65333333,High,United Kingdom,0.230136986,117.3214286,504
319.94,21,09-09-2010 13:09,09-09-2010 13:09,0,15.2352381,Medium,United Kingdom,0,0,0
5557.62,223,16-12-2009 11:43,01-12-2010 08:35,349,24.92206278,VIP,United Kingdom,0.956164384,233.2234957,5558
2229.72,130,27-01-2010 12:55,29-09-2010 13:49,245,17.15169231,VIP,United Kingdom,0.671232877,193.6734694,2230
751.56,12,03-11-2010 15:39,15-11-2010 14:44,11,62.63,High,United Kingdom,0.030136986,398.1818182,752
6477.67,599,15-12-2009 15:06,08-12-2010 09:30,357,10.81414023,VIP,United Kingdom,0.978082192,612.4229692,6478
155.8,4,30-03-2010 11:11,10-05-2010 09:14,40,38.95,Medium,United Kingdom,0.109589041,36.5,156
2771.18,230,23-02-2010 12:31,15-10-2010 14:47,234,12.0486087,VIP,United Kingdom,0.64109589,358.7606838,2772
